Track name, Artist name, Album, Playlist name, Type, ISRC
Daddy Don't You Walk So Fast,Wayne Newton,The Best Of Wayne Newton,hits,Playlist track,USCA20807014
Let's Stay Together,Al Green,Let's Stay Together,hits,Playlist track,US2HK0913701
Oh Girl,The Chi-Lites,20 Greatest Hits,hits,Playlist track,USBWC0110024
My Ding-A-Ling,Chuck Berry,Have Mercy - His Complete Chess Recordings 1969 - 1974,hits,Playlist track,USUM70918123
Heart of Gold - 2009 Remaster,Neil Young,Harvest (2009 Remaster),hits,Playlist track,USRE10900201
Ben - Single Version,Michael Jackson,Ben,hits,Playlist track,USMO17282631
Cherish,The Association,And Then...Along Comes,hits,Playlist track,USWB19901625
Reach Out I'll Be There - Single Version / Mono,Four Tops,Motown Legends: Bernadette,hits,Playlist track,USMO16700445
Last Train to Clarksville,The Monkees,The Best of The Monkees,hits,Playlist track,USRH10281275
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),hits,Playlist track,USMO16600346
Summer in the City,The Lovin' Spoonful,Summer Party Hits - Get Lucky,hits,Playlist track,DEBL60525326
These Boots Are Made For Walkin',Nancy Sinatra,Nancy Sinatra and Friends,hits,Playlist track,GBACC1823512
What Becomes Of The Brokenhearted,Jimmy Ruffin,Greatest Motown Hits,hits,Playlist track,USMO16600489
Strangers In The Night,Frank Sinatra,Strangers In The Night (Expanded Edition),hits,Playlist track,USRH10800935
We Can Work It Out - Remastered 2015,The Beatles,1 (Remastered),hits,Playlist track,GBUM71505915
Good Lovin' - Single Version,The Young Rascals,The Young Rascals,hits,Playlist track,USAT20106062
Hanky Panky - Single Version,Tommy James & The Shondells,Hanky Panky,hits,Playlist track,USRH10284730
When a Man Loves a Woman,Percy Sledge,When a Man Loves a Woman,hits,Playlist track,USAT29902050
Believe,Cher,Believe,hits,Playlist track,GBAHT9803002
Heartbreak Hotel (feat. Faith Evans & Kelly Price),Whitney Houston,My Love Is Your Love,hits,Playlist track,USAR19800139
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),hits,Playlist track,USJI19810404
Kiss Me,Sixpence None The Richer,Sixpence None the Richer,hits,Playlist track,USEE19900312
Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),hits,Playlist track,USRC19900032
Every Morning,Sugar Ray,Rhino Hi-Five: Sugar Ray,hits,Playlist track,USAT29900045
Livin' la Vida Loca,Ricky Martin,Ricky Martin,hits,Playlist track,NLB639920005
Where My Girls At,702,702,hits,Playlist track,USMO19984788
If You Had My Love,Jennifer Lopez,On The 6,hits,Playlist track,USSM19900608
Slide - Warner Sound Sessions,The Goo Goo Dolls,Warner Sound Sessions,hits,Playlist track,USWB11400694
Have You Ever,Brandy,Pop Tearjerkers,hits,Playlist track,USAT29800470
I Want It That Way,Backstreet Boys,The Hits--Chapter One,hits,Playlist track,USJI19910614
I'm Your Angel (with Céline Dion),R. Kelly,R.,hits,Playlist track,USJI19810435
All Star,Smash Mouth,Astro Lounge,hits,Playlist track,USIR19902220
Angel,Sarah McLachlan,Surfacing,hits,Playlist track,USAR19700531
The Boy Is Mine,Brandy,Never Say Never,hits,Playlist track,USAT29800316
You're Still The One,Shania Twain,Come On Over,hits,Playlist track,USMR19887499
Truly Madly Deeply,Savage Garden,Savage Garden,hits,Playlist track,USSM19700100
How Do I Live,LeAnn Rimes,Greatest Hits,hits,Playlist track,USCRB9700025
I Don't Want to Wait,Paula Cole,Greatest Hits - Postcards From East Oceanside,hits,Playlist track,USWB10601077
How's It Going to Be,Third Eye Blind,Third Eye Blind,hits,Playlist track,USEE19701206
"No, No, No Pt. 2 (feat. Wyclef Jean)",Destiny's Child,Destiny's Child,hits,Playlist track,USSM19702178
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Let's Talk About Love,hits,Playlist track,CAC229700120
Gettin' Jiggy Wit It,Will Smith,Big Willie Style,hits,Playlist track,USSM19702582
You Make Me Wanna...,Usher,My Way,hits,Playlist track,USLF29900480
My Way,Usher,Live,hits,Playlist track,USLF29900901
My All,Mariah Carey,Butterfly,hits,Playlist track,USSM19701965
Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,No Way Out,hits,Playlist track,USBB40580659
Adia,Sarah McLachlan,Surfacing,hits,Playlist track,USAR19800538
To Sir With Love (From 'To Sir With Love') - 2005 Remastered Version,Lulu,To Sir With Love (The Complete Mickie Most Recordings 1967-1969),hits,Playlist track,GBAYE0500002
The Letter,The Box Tops,One Hit Only! (Original Recordings),hits,Playlist track,USA371643634
Ode To Billie Joe,Bobbie Gentry,Ode To Billie Joe,hits,Playlist track,USCN18900028
Windy - Remastered Version,The Association,Insight Out,hits,Playlist track,USWB10300946
I'm a Believer - 2006 Remaster,The Monkees,More of The Monkees (Deluxe Edition),hits,Playlist track,USRH10651278
Light My Fire,The Doors,The Doors,hits,Playlist track,USEE19900203
Somethin' Stupid (with Frank Sinatra),Nancy Sinatra,Sugar,hits,Playlist track,USASE0500045
Groovin',The Young Rascals,Groovin' (Mono),hits,Playlist track,USAT21402943
Can't Take My Eyes Off You,Frankie Valli & The Four Seasons,The 20 Greatest Hits of Frankie Valli And The Four Seasons Live,hits,Playlist track,USCRB0506772
I Think We're Alone Now - Single Version,Tommy James & The Shondells,I Think We're Alone Now,hits,Playlist track,USRH10284732
Respect,Aretha Franklin,I Never Loved a Man the Way I Love You,hits,Playlist track,USAT20801240
I Was Made To Love Her,Stevie Wonder,I Was Made To Love Her,hits,Playlist track,USMO16782628
Kind of a Drag,The Buckinghams,Pop Classics Of The 60's,hits,Playlist track,USSM16601598
Sweet Soul Music,Arthur Conley,Rhino Hi-Five: Arthur Conley,hits,Playlist track,USAT20001064
Never My Love - Remastered Version,The Association,Insight Out,hits,Playlist track,USWB10300948
"Bad, Bad Leroy Brown",Jim Croce,Life & Times,hits,Playlist track,GBAJE7100650
Killing Me Softly With His Song,Roberta Flack,Killing Me Softly,hits,Playlist track,USAT29901394
Let's Get It On,Marvin Gaye,Let's Get It On (Deluxe Edition),hits,Playlist track,USMO17300037
My Love - 2018 Remaster,Wings,Red Rose Speedway,hits,Playlist track,GBCCS1800076
Why Me,Kris Kristofferson,"Yesterday, Once More: 16 Easy Listening Melodies",hits,Playlist track,HKI199190716
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,hits,Playlist track,GBAMB7200001
Will It Go Round In Circles,Billy Preston,Music Is My Life,hits,Playlist track,USUMG0000142
You're so Vain,Carly Simon,No Secrets,hits,Playlist track,USEE19900883
Touch Me In The Morning - Single Version,Diana Ross,Diamond Diana: The Legacy Collection,hits,Playlist track,USMO10000424
Delta Dawn,Helen Reddy,Long Hard Climb,hits,Playlist track,USCA28700187
Me and Mrs. Jones,Billy Paul,Pure... Voices,hits,Playlist track,USSM11002753
Drift Away - Single Version,Dobie Gray,Ultimate Collection: Dobie Gray,hits,Playlist track,USMC17146462
You Are The Sunshine Of My Life,Stevie Wonder,Talking Book,hits,Playlist track,USMO17282852
Half-Breed,Cher,Half-Breed,hits,Playlist track,USMC17301682
Glory of Love,Peter Cetera,Solitude / Solitaire,hits,Playlist track,USWB10000619
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,Four Tops Second Album,hits,Playlist track,USMO16582593
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,hits,Playlist track,USA176510160
Downtown,Petula Clark,The Ultimate Petula Clark,hits,Playlist track,FRZ196400510
Help! - Remastered 2009,The Beatles,Help! (Remastered),hits,Playlist track,GBAYE0601465
Can't You Hear My Heartbeat,Herman's Hermits,"A's, B's & EP's",hits,Playlist track,GBAYE6500708
Crying In the Chapel,Elvis Presley,Elvis 30 #1 Hits,hits,Playlist track,USRC10200346
My Girl,The Temptations,The Temptations Sing Smokey,hits,Playlist track,USMO16490001
"Help Me, Rhonda - Single Version/Remastered 2001",The Beach Boys,Summer Days (And Summer Nights) [Remastered],hits,Playlist track,USCA20001685
King Of The Road,Roger Miller,Golden Hits,hits,Playlist track,USPR36407083
Shotgun,Jr. Walker & The All Stars,Hitsville USA - The Motown Singles Collection 1959-1971,hits,Playlist track,USMO16500007
I Got You Babe,Sonny & Cher,Look At Us,hits,Playlist track,USAT27500019
This Diamond Ring,Gary Lewis & The Playboys,The Best Of Gary Lewis And The Playboys,hits,Playlist track,USEM39200164
Mrs Brown You've Got a Lovely Daughter - 1997 Remaster,Herman's Hermits,Herman's Hermits,hits,Playlist track,GBAYE9701777
Stop! In The Name Of Love - Single Version,The Supremes,More Hits By The Supremes,hits,Playlist track,USMO16500288
Joy To The World,Three Dog Night,Naturally,hits,Playlist track,USMC17047804
One Bad Apple,The Osmonds,Osmonds,hits,Playlist track,USPR37107313
How Can You Mend A Broken Heart,Bee Gees,Trafalgar,hits,Playlist track,GBAKW7101044
Go Away Little Girl,Donny Osmond,Dreamy Classic R&B For Kids,hits,Playlist track,USUMG9900722
"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads",hits,Playlist track,USA370529726
Just My Imagination (Running Away With Me),The Temptations,Sky's The Limit,hits,Playlist track,USMO17100074
Knock Three Times,The Dawn,Knock Three Times,hits,Playlist track,GBQRF1001030
Me and Bobby McGee,Janis Joplin,Pearl (Legacy Edition),hits,Playlist track,USSM17000790
Tired of Being Alone,Al Green,Gets Next to You,hits,Playlist track,US2HK0914104
Smiling Faces Sometimes,The Undisputed Truth,The Undisputed Truth,hits,Playlist track,USMO17100506
Brown Sugar,The Rolling Stones,Hot Rocks (1964-1971),hits,Playlist track,USA177110010
You've got a Friend,James Taylor,Afterlife - The Complete Fantasy Playlist,hits,Playlist track,UKDNQ1534951
Mr. Big Stuff,Jean Knight,Mr. Big Stuff,hits,Playlist track,USFI87100077
Do You Know What I Mean,Lee Michaels,5th (Remastered),hits,Playlist track,USQE11510046
The Night They Drove Old Dixie Down,Joan Baez,Blessed Are...,hits,Playlist track,USVG20500225
Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,hits,Playlist track,USSM16900808
(They Long To Be) Close To You,Carpenters,Close To You,hits,Playlist track,USAM17000373
Raindrops Keep Fallin' On My Head - Rerecorded,B.J. Thomas,B.J. Thomas: All-Time Greatest Hits (Rerecorded Version),hits,Playlist track,USDEI7605117
War,Edwin Starr,The Motown Story,hits,Playlist track,USMO17000504
Ain't No Mountain High Enough,Diana Ross,Diamond Diana: The Legacy Collection,hits,Playlist track,USMO17000349
I'll Be There,The Jackson 5,Third Album,hits,Playlist track,USMO17082635
Get Ready,Rare Earth,Get Ready,hits,Playlist track,USMO17000286
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),hits,Playlist track,GBAYE0601713
Band Of Gold (Single Mix),Freda Payne,Band Of Gold,hits,Playlist track,GBACC1815801
Mama Told Me (Not To Come) - Single Version,Three Dog Night,It Ain't Easy,hits,Playlist track,USMC17049752
Everything Is Beautiful - 1970 #1 Billboard chart hit,Ray Stevens,Everything Is Beautiful,hits,Playlist track,USZZM0710199
Make It with You,Bread,On the Waters,hits,Playlist track,USEE10180854
ABC,The Jackson 5,ABC,hits,Playlist track,USMO17082628
The Love You Save,The Jackson 5,ABC,hits,Playlist track,USMO17082629
Candida,The Dawn,Knock Three Times,hits,Playlist track,GBQRF1001029
Spill the Wine,Eric Burdon,Spill the Wine,hits,Playlist track,USRH12100592
I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),hits,Playlist track,GBUM71505904
She Loves You - Mono / Remastered,The Beatles,1 (Remastered),hits,Playlist track,GBUM71505910
"Hello, Dolly!",Louis Armstrong,"Hello, Dolly! (Remastered)",hits,Playlist track,USMC16356894
"Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",hits,Playlist track,USSM16401425
I Get Around (Mono),The Beach Boys,All Summer Long (Mono & Stereo),hits,Playlist track,USCA21202039
Everybody Loves Somebody,Dean Martin,Everybody Loves Somebody,hits,Playlist track,USQX91301936
My Guy,Mary Wells,Mary Wells Sings My Guy,hits,Playlist track,USMO16400486
Where Did Our Love Go,The Supremes,Where Did Our Love Go,hits,Playlist track,USMO19290049
People (with Stevie Wonder),Barbra Streisand,Partners (Deluxe),hits,Playlist track,USSM11404575
A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),hits,Playlist track,GBAYE0601438
Love Me Do - Remastered 2009,The Beatles,Please Please Me (Remastered),hits,Playlist track,GBAYE0601417
Do Wah Diddy Diddy - 2007 Remaster,Manfred Mann,Down the Road Apiece - the Recordings 1963-1966,hits,Playlist track,GBAYE0702164
Please Please Me - Remastered 2009,The Beatles,Please Please Me (Remastered),hits,Playlist track,GBAYE0601416
Dancing In The Street - Stereo,Martha Reeves & The Vandellas,Dance Party,hits,Playlist track,USMO16400446
Little Children,Billy J. Kramer & The Dakotas,At Abbey Road: 1963 - 1966,hits,Playlist track,GBACC1948709
Soul Man,Sam & Dave,Soul Men,hits,Playlist track,USAT20001065
He'll Have to Go,Jim Reeves,My Greatest Songs,hits,Playlist track,USRN19500172
Cathy's Clown - 2007 Remaster,The Everly Brothers,A Date with The Everly Brothers,hits,Playlist track,USWB10704348
I'm Sorry,Brenda Lee,Brenda Lee,hits,Playlist track,USMC16046423
It's Now or Never,Elvis Presley,Platinum - A Life In Music,hits,Playlist track,USRC16001349
Stuck on You,Elvis Presley,"Elvis' Golden Records, Vol. 3",hits,Playlist track,USRC19004482
The Twist,Chubby Checker,Best of Rock 'n' Roll Music: 100 Originals from the 50s & 60s,hits,Playlist track,DEAR41446791
Everybody's Somebody's Fool,Connie Francis,Gold,hits,Playlist track,USF096000360
Wild One,Bobby Rydell,The Essential Bobby Rydell,hits,Playlist track,GBLGL1290271
El Paso,Marty Robbins,Gunfighter Ballads And Trail Songs,hits,Playlist track,USSM15901202
My Heart Has A Mind Of Its Own,Connie Francis,The Collection,hits,Playlist track,USF096000370
Sweet Nothin's,Brenda Lee,Brenda Lee,hits,Playlist track,USMC15919970
Only the Lonely,Roy Orbison,The Very Best of Rock and Roll Party,hits,Playlist track,DEAR41442761
The Way We Were,Barbra Streisand,Memories,hits,Playlist track,USSM10027830
Seasons in the Sun,Terry Jacks,Radio Hits Of the '70s,hits,Playlist track,USAR17400171
Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,hits,Playlist track,USSM17300653
Dancing Machine,The Jackson 5,Dancing Machine,hits,Playlist track,USMO17300477
The Loco-Motion - Remastered 2002,Grand Funk Railroad,Shinin' On (Expanded Edition),hits,Playlist track,USCA20200346
The Streak,Ray Stevens,Greatest Hits - Original Recordings,hits,Playlist track,USZZM0710253
Bennie & The Jets - Live,Elton John,One Night Only,hits,Playlist track,GBF080000399
One Hell Of A Woman,Mac Davis,Stop And Smell The Roses,hits,Playlist track,USSM19921472
Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,Let Me In Your Life,hits,Playlist track,USAT20801182
Jungle Boogie,Kool & The Gang,Wild And Peaceful,hits,Playlist track,USPR37308011
Midnight at the Oasis,Maria Muldaur,Maria Muldaur,hits,Playlist track,USRE10100264
Show and Tell,Al Wilson,Show and Tell: The Best of Al Wilson,hits,Playlist track,US2Y30611996
Rock On,David Essex,Reflections,hits,Playlist track,GB7QU1300075
Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",hits,Playlist track,USRC11100483
Sideshow,Blue Magic,Soulful Spell - The Best Of Blue Magic,hits,Playlist track,USRH10550671
Hooked On A Feeling,Blue Swede,Hooked On A Feeling,hits,Playlist track,SEAMA7343050
Love Will Keep Us Together,Captain & Tennille,Love Will Keep Us Together,hits,Playlist track,USAM17500299
Rhinestone Cowboy - Remastered,Glen Campbell,The Legacy (1961-2017),hits,Playlist track,USCN10300137
Philadelphia Freedom,Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),hits,Playlist track,GBUM71308253
My Eyes Adored You,Frankie Valli,Closeup,hits,Playlist track,USRH11000242
Shining Star,"Earth, Wind & Fire",That's The Way Of The World,hits,Playlist track,USSM17400660
Fame - 2016 Remaster,David Bowie,Young Americans (2016 Remaster),hits,Playlist track,USJT11600052
Laughter In The Rain,Neil Sedaka,The Definitive Collection,hits,Playlist track,USRZR0796810
Thank God I'm a Country Boy,John Denver,Back Home Again,hits,Playlist track,USRC17407659
"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Main Course,hits,Playlist track,GBAKW7501053
Lovin' You - Alternate Band Version,Minnie Riperton,Perfect Angel (Deluxe Edition),hits,Playlist track,USUM71710853
Kung Fu Fighting,Carl Douglas,The Soul of the Kung Fu Fighter,hits,Playlist track,GBAJE7400014
Black Water,The Doobie Brothers,What Were Once Vices Are Now Habits,hits,Playlist track,USWB19900754
At Seventeen,Janis Ian,Between the Lines,hits,Playlist track,USRG40340110
Pick up the Pieces,Average White Band,Average White Band,hits,Playlist track,GBBLG7400071
I Fall To Pieces - Single Version,Patsy Cline,Showcase,hits,Playlist track,USMC16048707
Runaway,Del Shannon,Runaway with Del Shannon,hits,Playlist track,USPBR0502234
Pony Time,Chubby Checker,Chubby Checker Classics,hits,Playlist track,USI4R0502241
Running Scared,Roy Orbison,Crying,hits,Playlist track,USSM16101222
Dedicated To The One I Love,The Shirelles,Will You Still Love Me Tomorrow,hits,Playlist track,USACU0500001
Where The Boys Are,Connie Francis,The Collection,hits,Playlist track,USF096100260
Hit The Road Jack (1960 Recording Remastered),Ray Charles,Six Of The Best - Soul,hits,Playlist track,GBSMU9516570
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,A Night on the Town (Deluxe Edition),hits,Playlist track,USWB10900470
I Just Want To Be Your Everything,Andy Gibb,Flowing Rivers,hits,Playlist track,NLF057790036
Don't Leave Me This Way,Thelma Houston,The Best Of,hits,Playlist track,USMO17600547
(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,Anytime... Anywhere,hits,Playlist track,USAM17700388
I'm Your Boogie Man,KC & The Sunshine Band,Part 3,hits,Playlist track,GBAYE7700206
Dancing Queen,ABBA,Arrival,hits,Playlist track,SEAYD7601020
You Make Me Feel Like Dancing,Leo Sayer,Endless Flight,hits,Playlist track,GBBLG7600256
Margaritaville,Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",hits,Playlist track,USMC17601193
Telephone Line,Electric Light Orchestra,A New World Record,hits,Playlist track,USSM18600411
Sir Duke,Stevie Wonder,Songs In The Key Of Life,hits,Playlist track,USMO17600526
I'll Take You There,The Staple Singers,The Very Best Of The Staple Singers,hits,Playlist track,USFI80700331
Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA (Remastered),hits,Playlist track,USCA20001654
The End of the World,Skeeter Davis,The Essential Skeeter Davis,hits,Playlist track,USRC19901069
Blue Velvet,Bobby Vinton,The Best Of Bobby Vinton,hits,Playlist track,USSM16301113
Can't Get Used to Losing You - Single Version,Andy Williams,Andy Williams' Greatest Hits,hits,Playlist track,USSM19912743
She's A Fool - Rerecorded,Lesley Gore,Her Very Best (Rerecorded Version),hits,Playlist track,USDEI8303479
"Puff, the Magic Dragon","Peter, Paul and Mary",Moving,hits,Playlist track,USWB19901501
Blowin' in the Wind,"Peter, Paul and Mary",Hush-A-Bye Early Tunes (HD Remastered),hits,Playlist track,AUXN22128476
Faith - Remastered,George Michael,Faith,hits,Playlist track,GBARL1000855
Need You Tonight,INXS,Kick (Remastered 2011),hits,Playlist track,GBAMX8700008
Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine,hits,Playlist track,GBEXP0300054
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,hits,Playlist track,GBARL9300135
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,hits,Playlist track,USGF18714809
So Emotional,Whitney Houston,Whitney,hits,Playlist track,USAR18700122
Heaven Is a Place On Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,hits,Playlist track,GBAAA8700010
Hands To Heaven,Breathe,All That Jazz,hits,Playlist track,GBAAA8800267
Roll With It - 2010 Remaster,Steve Winwood,Revolutions: The Very Best Of Steve Winwood (UK/ROW Version),hits,Playlist track,GBAAA1000082
One More Try,George Michael,Ladies And Gentlemen... The Best Of George Michael,hits,Playlist track,GBBBM8702013
Wishing Well,Sananda Maitreya,Introducing The Hardline According To Terence Trent D'Arby,hits,Playlist track,GBBBN8702033
Anything For You,Gloria Estefan,Essential Love Ballads,hits,Playlist track,USSM18800443
The Flame,Cheap Trick,Hits Der 80er,hits,Playlist track,USSM10025594
"Get Outta My Dreams, Get Into My Car",Billy Ocean,The Very Best of Billy Ocean,hits,Playlist track,GBAHK9700111
Is This Love - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),hits,Playlist track,GB01A1800009
Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),hits,Playlist track,GBUM71701307
I'll Always Love You,Taylor Dayne,Timeless Pop: Taylor Dayne,hits,Playlist track,AUDD31101576
Look Away,Chicago,Love Songs,hits,Playlist track,USRE10300649
My Prerogative,Bobby Brown,The Definitive Collection,hits,Playlist track,USMC10000469
Every Rose Has It's Thorn - Remastered 1996,Poison,Poison's Greatest Hits 1986-1996,hits,Playlist track,USCA29601150
Straight Up,Paula Abdul,Forever Your Girl,hits,Playlist track,USVI28800001
Miss You Much,Janet Jackson,Rhythm Nation 1814,hits,Playlist track,USAM10110363
Cold Hearted,Paula Abdul,Forever Your Girl,hits,Playlist track,USVI28800017
Girl You Know It's True,Milli Vanilli,Girl You Know It's True - The Best Of Milli Vanilli,hits,Playlist track,DEC738800004
Giving You the Best That I Got - Single Version,Anita Baker,The Best of Anita Baker,hits,Playlist track,USAT20200800
Right Here Waiting,Richard Marx,Repeat Offender,hits,Playlist track,USEM38900208
Don't Wanna Lose You,Gloria Estefan,Cuts Both Ways,hits,Playlist track,USSM18900355
Girl I'm Gonna Miss You,Milli Vanilli,The Best Year Of My Life: 1989,hits,Playlist track,DED169400021
The Look,Roxette,Look Sharp! (Extended Version),hits,Playlist track,SEAME8878010
She Drives Me Crazy,Fine Young Cannibals,The Raw & The Cooked,hits,Playlist track,USRH10901907
On Our Own - With Rap,Bobby Brown,The Definitive Collection,hits,Playlist track,USMC10000471
Two Hearts,Phil Collins,Love Songs (A Compilation Old and New),hits,Playlist track,USWI19600240
I Can't Stop Loving You,Ray Charles,"Modern Sounds in Country and Western Music, Vols 1 & 2",hits,Playlist track,USC4R0919286
Roses are Red (My Love),Bobby Vinton,Collections,hits,Playlist track,USSM19912541
The Twist,Chubby Checker,Best of Rock 'n' Roll Music: 100 Originals from the 50s & 60s,hits,Playlist track,DEAR41446791
Soldier Boy,The Shirelles,Will You Still Love Me Tomorrow,hits,Playlist track,USACU0500013
Duke of Earl,Gene Chandler,Classic and Collectable: Gene Chandler - Duke of Earl,hits,Playlist track,QM4TX1564958
Breaking Up Is Hard to Do,Neil Sedaka,Circulate (Expanded Edition),hits,Playlist track,USRC19901068
Slow Twistin',Chubby Checker,Cameo Parkway 1957-1967,hits,Playlist track,USA176240140
It Keeps Right on a Hurtin' - Remastered,Johnny Tillotson,Dreamy Eyes (Remastered),hits,Playlist track,ES58A2002210
The One Who Really Loves You - Single Version,Mary Wells,The One Who Really Loves You,hits,Playlist track,USMO16200261
Good Luck Charm,Elvis Presley,"Elvis' Golden Records, Vol. 3",hits,Playlist track,USRC10200343
Silly Love Songs - 2014 Remaster,Wings,Wings At The Speed Of Sound (Archive Collection),hits,Playlist track,GBCCS1400019
Don't Go Breaking My Heart,Elton John,Rock Of The Westies,hits,Playlist track,GBALX7600007
Disco Lady,Johnnie Taylor,Eargasm,hits,Playlist track,USSM17500504
Play That Funky Music,Wild Cherry,Wild Cherry,hits,Playlist track,USSM19912699
Kiss and Say Goodbye,The Manhattans,The Manhattans (Expanded Version),hits,Playlist track,USSM17500583
50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,hits,Playlist track,USSM11002304
Sara Smile,Daryl Hall & John Oates,Daryl Hall & John Oates (The Silver Album),hits,Playlist track,USRC17500581
I Write the Songs,Barry Manilow,Tryin' To Get The Feeling,hits,Playlist track,USAR17500139
Love Hangover,Diana Ross,Motown: ILYSM,hits,Playlist track,USMO17600377
Get Closer,Seals and Crofts,Get Closer,hits,Playlist track,USWB10100560
"More, More, More",Andrea True Connection,"More, More, More",hits,Playlist track,USA560619706
